SampleID,Env
ERR4281782,4M
ERR4281784,4M
ERR4281785,B
ERR4281786,5Y
ERR4281787,12M
ERR4281788,3Y
ERR4281789,4M
ERR4281790,5Y
ERR4281792,12M
ERR4281793,12M
ERR4281794,3Y
ERR4281795,4M
ERR4281797,12M
ERR4281798,3Y
ERR4281799,4M
ERR4281800,5Y
ERR4281801,B
ERR4281803,3Y
ERR4281804,4M
ERR4281805,12M
ERR4281806,3Y
ERR4281807,4M
ERR4281808,5Y
ERR4281810,5Y
ERR4281811,12M
ERR4281812,3Y
ERR4281813,4M
ERR4281814,5Y
ERR4281815,B
ERR4281817,B
ERR4281819,12M
ERR4281820,12M
ERR4281821,3Y
ERR4281822,4M
ERR4281823,5Y
ERR4281825,12M
ERR4281826,4M
ERR4281827,B
ERR4281829,3Y
ERR4281830,4M
ERR4281831,3Y
ERR4281832,4M
ERR4281833,5Y
ERR4281835,5Y
ERR4281836,12M
ERR4281837,3Y
ERR4281838,4M
ERR4281839,5Y
ERR4281840,B
ERR4281842,B
ERR4281844,12M
ERR4281845,3Y
ERR4281846,4M
ERR4281847,5Y
ERR4281848,B
ERR4281850,12M
ERR4281851,12M
ERR4281852,3Y
ERR4281853,4M
ERR4281854,5Y
ERR4281855,B
ERR4281857,12M
ERR4281858,4M
ERR4281859,12M
ERR4281860,3Y
ERR4281861,4M
ERR4281862,B
ERR4281863,4M
ERR4281865,12M
ERR4281866,3Y
ERR4281867,4M
ERR4281869,B
ERR4281871,12M
ERR4281872,4M
ERR4281873,5Y
ERR4281875,12M
ERR4281876,12M
ERR4281877,3Y
ERR4281878,4M
ERR4281879,5Y
ERR4281881,3Y
ERR4281882,12M
ERR4281883,3Y
ERR4281884,4M
ERR4281885,5Y
ERR4281886,4M
ERR4281888,12M
ERR4281889,4M
ERR4281890,B
ERR4281892,5Y
ERR4281893,4M
ERR4281894,B
ERR4281897,B
ERR4281899,12M
ERR4281900,3Y
ERR4281901,4M
ERR4281902,5Y
ERR4281904,12M
ERR4281905,4M
ERR4281906,5Y
ERR4281907,B
ERR4281909,12M
ERR4281910,4M
ERR4281911,12M
ERR4281912,3Y
ERR4281913,4M
ERR4281914,5Y
ERR4281915,B
ERR4281921,12M
ERR4281922,B
ERR4281924,12M
ERR4281925,4M
ERR4281927,12M
ERR4281928,3Y
ERR4281929,4M
ERR4281930,5Y
ERR4281932,12M
ERR4281933,3Y
ERR4281934,4M
ERR4281935,5Y
ERR4281936,12M
ERR4281937,4M
ERR4281939,12M
ERR4281940,3Y
ERR4281941,4M
ERR4281943,12M
ERR4281944,12M
ERR4281945,3Y
ERR4281946,4M
ERR4281947,5Y
ERR4281948,B
ERR4281950,12M
ERR4281951,3Y
ERR4281952,4M
ERR4281953,5Y
ERR4281954,B
ERR4281957,12M
ERR4281958,12M
ERR4281959,4M
ERR4281960,5Y
ERR4281961,12M
ERR4281962,3Y
ERR4281963,4M
ERR4281964,5Y
ERR4281965,3Y
ERR4281966,3Y
ERR4281967,4M
ERR4281968,5Y
ERR4281969,B
ERR4281970,4M
ERR4281972,5Y
ERR4281973,12M
ERR4281974,3Y
ERR4281975,4M
ERR4281976,5Y
ERR4281978,4M
ERR4281980,12M
ERR4281981,4M
ERR4281982,B
ERR4281984,12M
ERR4281985,3Y
ERR4281986,4M
ERR4281987,5Y
ERR4281990,12M
ERR4281991,3Y
ERR4281992,4M
ERR4281993,5Y
ERR4281995,12M
ERR4281996,12M
ERR4281997,3Y
ERR4281998,4M
ERR4281999,5Y
ERR4282000,B
ERR4282002,12M
ERR4282003,4M
ERR4282004,B
ERR4282006,12M
ERR4282007,3Y
ERR4282008,4M
ERR4282009,5Y
ERR4282010,3Y
ERR4282011,12M
ERR4282012,4M
ERR4282013,B
ERR4282014,4M
ERR4282016,5Y
ERR4282017,4M
ERR4282018,12M
ERR4282019,3Y
ERR4282020,4M
ERR4282021,5Y
ERR4282023,12M
ERR4282024,3Y
ERR4282025,4M
ERR4282026,5Y
ERR4282029,12M
ERR4282030,3Y
ERR4282031,4M
ERR4282032,5Y
ERR4282033,B
ERR4282034,12M
ERR4282035,3Y
ERR4282036,4M
ERR4282037,5Y
ERR4282038,B
ERR4282040,12M
ERR4282041,4M
ERR4282042,B
ERR4282044,12M
ERR4282045,3Y
ERR4282046,4M
ERR4282048,12M
ERR4282049,4M
ERR4282050,B
ERR4282052,12M
ERR4282053,4M
ERR4282054,5Y
ERR4282055,12M
ERR4282056,4M
ERR4282058,12M
ERR4282059,3Y
ERR4282060,4M
ERR4282061,5Y
ERR4282063,12M
ERR4282064,3Y
ERR4282065,4M
ERR4282066,5Y
ERR4282068,3Y
ERR4282069,4M
ERR4282070,5Y
ERR4282071,B
ERR4282073,12M
ERR4282074,3Y
ERR4282075,4M
ERR4282076,5Y
ERR4282077,B
ERR4282081,12M
ERR4282082,3Y
ERR4282083,4M
ERR4282084,5Y
ERR4282085,B
ERR4282088,12M
ERR4282089,3Y
ERR4282090,4M
ERR4282091,5Y
ERR4282093,12M
ERR4282094,4M
ERR4282095,B
ERR4282099,12M
ERR4282100,3Y
ERR4282101,4M
ERR4282102,5Y
ERR4282103,B
ERR4282105,12M
ERR4282106,3Y
ERR4282107,4M
ERR4282108,5Y
ERR4282110,12M
ERR4282111,3Y
ERR4282112,4M
ERR4282113,5Y
ERR4282114,B
ERR4282116,12M
ERR4282117,3Y
ERR4282118,4M
ERR4282119,5Y
ERR4282120,B
ERR4282122,12M
ERR4282123,3Y
ERR4282124,4M
ERR4282125,5Y
ERR4282126,B
ERR4282127,12M
ERR4282128,B
ERR4282129,12M
ERR4282130,3Y
ERR4282131,4M
ERR4282133,12M
ERR4282134,12M
ERR4282135,3Y
ERR4282136,4M
ERR4282137,B
ERR4282139,12M
ERR4282140,3Y
ERR4282141,4M
ERR4282142,B
ERR4282144,12M
ERR4282145,3Y
ERR4282146,4M
ERR4282147,5Y
ERR4282148,3Y
ERR4282149,4M
ERR4282150,12M
ERR4282151,3Y
ERR4282152,5Y
ERR4282153,B
ERR4282155,5Y
ERR4282156,12M
ERR4282157,3Y
ERR4282158,4M
ERR4282159,5Y
ERR4282162,12M
ERR4282163,3Y
ERR4282164,4M
ERR4282165,5Y
ERR4282167,12M
ERR4282168,4M
ERR4282169,5Y
ERR4282170,B
ERR4282172,12M
ERR4282173,4M
ERR4282174,5Y
ERR4282175,B
ERR4282177,3Y
ERR4282178,4M
ERR4282179,5Y
ERR4282180,12M
ERR4282181,12M
ERR4282182,3Y
ERR4282183,4M
ERR4282185,12M
ERR4282186,5Y
ERR4282187,12M
ERR4282188,3Y
ERR4282189,4M
ERR4282190,5Y
ERR4282191,3Y
ERR4282192,4M
ERR4282193,12M
ERR4282194,3Y
ERR4282195,4M
ERR4282196,5Y
ERR4282197,B
ERR4282199,5Y
ERR4282200,12M
ERR4282201,3Y
ERR4282202,4M
ERR4282203,5Y
ERR4282205,4M
ERR4282207,3Y
ERR4282209,12M
ERR4282210,12M
ERR4282211,3Y
ERR4282212,4M
ERR4282213,5Y
ERR4282215,12M
ERR4282216,3Y
ERR4282217,4M
ERR4282218,12M
ERR4282219,3Y
ERR4282220,4M
ERR4282221,12M
ERR4282222,3Y
ERR4282223,4M
ERR4282224,5Y
ERR4282226,5Y
ERR4282227,12M
ERR4282228,3Y
ERR4282229,4M
ERR4282230,5Y
ERR4282231,B
ERR4282233,12M
ERR4282234,3Y
ERR4282235,4M
ERR4282236,5Y
ERR4282238,12M
ERR4282239,3Y
ERR4282240,4M
ERR4282241,5Y
ERR4282242,B
ERR4282244,4M
ERR4282245,B
ERR4282247,12M
ERR4282248,12M
ERR4282249,4M
ERR4282250,3Y
ERR4282251,12M
ERR4282252,3Y
ERR4282253,4M
ERR4282254,5Y
ERR4282255,4M
ERR4282256,5Y
ERR4282257,12M
ERR4282258,3Y
ERR4282259,4M
ERR4282260,5Y
ERR4282262,12M
ERR4282263,3Y
ERR4282264,4M
ERR4282265,5Y
ERR4282266,B
ERR4282268,12M
ERR4282269,4M
ERR4282271,12M
ERR4282272,3Y
ERR4282273,4M
ERR4282274,5Y
ERR4282275,B
ERR4282277,12M
ERR4282278,12M
ERR4282279,3Y
ERR4282280,4M
ERR4282281,5Y
ERR4282282,B
ERR4282284,12M
ERR4282285,3Y
ERR4282286,4M
ERR4282287,5Y
ERR4282288,B
ERR4282290,3Y
ERR4282291,12M
ERR4282292,4M
ERR4282293,B
ERR4282294,4M
ERR4282295,12M
ERR4282296,3Y
ERR4282297,4M
ERR4282298,5Y
ERR4282299,B
ERR4282301,5Y
ERR4282302,12M
ERR4282303,3Y
ERR4282304,4M
ERR4282305,B
ERR4282307,12M
ERR4282308,3Y
ERR4282309,4M
ERR4282310,5Y
ERR4282311,B
ERR4282313,3Y
ERR4282314,4M
ERR4282315,5Y
ERR4282317,3Y
ERR4282318,12M
ERR4282319,3Y
ERR4282320,4M
ERR4282321,5Y
ERR4282322,B
ERR4282324,12M
ERR4282325,4M
ERR4282326,5Y
ERR4282327,12M
ERR4282328,3Y
ERR4282329,4M
ERR4282330,5Y
ERR4282331,B
ERR4282333,12M
ERR4282334,3Y
ERR4282335,4M
ERR4282336,5Y
ERR4282337,B
ERR4282339,12M
ERR4282340,3Y
ERR4282341,4M
ERR4282342,5Y
ERR4282343,B
ERR4282345,12M
ERR4282346,3Y
ERR4282347,4M
ERR4282348,5Y
ERR4282349,B
ERR4282351,12M
ERR4282352,3Y
ERR4282353,4M
ERR4282354,4M
ERR4282355,12M
ERR4282356,4M
ERR4282357,B
ERR4282359,3Y
ERR4282360,4M
ERR4282361,5Y
ERR4282363,12M
ERR4282364,4M
ERR4282365,12M
ERR4282366,3Y
ERR4282367,4M
ERR4282368,12M
ERR4282369,3Y
ERR4282370,4M
ERR4282371,5Y
ERR4282372,12M
ERR4282373,3Y
ERR4282375,5Y
ERR4282376,12M
ERR4282377,4M
ERR4282379,12M
ERR4282380,3Y
ERR4282381,4M
ERR4282383,12M
ERR4282384,3Y
ERR4282385,4M
ERR4282386,5Y
ERR4282387,12M
ERR4282388,3Y
ERR4282389,4M
ERR4282390,5Y
ERR4282391,B
ERR4282392,12M
ERR4282393,4M
ERR4282394,B
ERR4282396,12M
ERR4282397,4M
ERR4282399,3Y
ERR4282400,4M
ERR4282401,5Y
ERR4282403,12M
ERR4282404,12M
ERR4282405,3Y
ERR4282406,4M
ERR4282407,B
ERR4282409,4M
ERR4282410,5Y
ERR4282411,12M
ERR4282412,3Y
ERR4282413,4M
ERR4282414,5Y
ERR4282415,4M
ERR4282417,12M
ERR4282418,3Y
ERR4282419,4M
ERR4282420,5Y
ERR4282421,B
ERR4282423,4M
ERR4282424,B
ERR4282426,B
ERR4282427,12M
ERR4282428,3Y
ERR4282429,4M
ERR4282430,5Y
ERR4282431,12M
ERR4282432,3Y
ERR4282433,4M
ERR4282434,5Y
ERR4282435,3Y
ERR4282436,4M
ERR4282437,3Y
ERR4282438,4M
ERR4282439,5Y
ERR4282440,B
ERR4282441,5Y
ERR4282442,12M
ERR4282443,3Y
ERR4282444,4M
ERR4282445,5Y
ERR4282446,12M
ERR4282447,3Y
ERR4282448,4M
ERR4282449,5Y
ERR4282450,B
ERR4282452,12M
ERR4282453,3Y
ERR4282454,4M
ERR4282455,5Y
ERR4282456,B
ERR4282458,B
ERR4282460,12M
ERR4282461,12M
ERR4282462,3Y
ERR4282464,3Y
ERR4282465,12M
ERR4282466,3Y
ERR4282467,4M
ERR4282468,3Y
ERR4282469,4M
ERR4282470,5Y
ERR4282472,5Y
ERR4282473,12M
ERR4282474,3Y
ERR4282475,4M
ERR4282476,5Y
ERR4282477,12M
ERR4282478,4M
ERR4282479,B
ERR4282481,12M
ERR4282483,B
ERR4282486,12M
ERR4282487,3Y
ERR4282488,4M
ERR4282489,5Y
ERR4282491,12M
ERR4282492,3Y
ERR4282493,4M
ERR4282494,5Y
ERR4282496,12M
ERR4282497,3Y
ERR4282498,4M
ERR4282499,5Y
ERR4282500,B
ERR4282502,4M
ERR4282503,12M
ERR4282504,4M
ERR4282505,B
ERR4282507,12M
ERR4282508,4M
ERR4282509,5Y
ERR4282510,B
ERR4282512,B
ERR4282514,12M
ERR4282515,4M
ERR4282517,12M
ERR4282518,3Y
ERR4282519,4M
ERR4282520,5Y
ERR4282521,B
ERR4282536,12M
ERR4282537,3Y
ERR4282545,12M
ERR4282546,12M
ERR4282547,3Y
ERR4282548,5Y
ERR4282560,3Y
ERR4282561,4M
ERR4282565,12M
ERR4282566,4M
ERR4282567,12M
ERR4282568,3Y
ERR4282569,12M
ERR4282570,4M
ERR4282571,B
ERR4282572,B
ERR4282574,12M
ERR4282575,3Y
ERR4282576,5Y
ERR4282577,12M
ERR4282578,3Y
ERR4282580,12M
ERR4282581,3Y
ERR4282582,4M
ERR4282583,5Y
ERR4282584,B
ERR4282586,12M
ERR4282587,3Y
ERR4282588,4M
ERR4282589,B
ERR4282591,12M
ERR4282592,4M
ERR4282595,12M
ERR4282597,12M
ERR4282598,3Y
ERR4282599,4M
ERR4282601,12M
ERR4282602,4M
ERR4282603,5Y
ERR4282604,12M
ERR4282605,3Y
ERR4282606,4M
ERR4282607,5Y
ERR4282615,3Y
ERR4282616,4M
ERR4282617,12M
ERR4282618,3Y
ERR4282622,3Y
ERR4282624,12M
ERR4282625,3Y
ERR4282626,4M
ERR4282627,B
ERR4282631,12M
ERR4282632,3Y
ERR4282633,4M
ERR4282635,B
ERR4282643,12M
ERR4282644,12M
ERR4282645,4M
ERR4282646,12M
ERR4282647,4M
ERR4282649,12M
ERR4282650,3Y
ERR4282651,4M
ERR4282652,5Y
ERR4282653,B
ERR4282655,3Y
ERR4282659,4M
ERR4282661,5Y
ERR4282664,12M
ERR4282665,3Y
ERR4282666,4M
ERR4282667,5Y
ERR4282669,12M
ERR4282670,4M
ERR4282671,B
ERR4282673,B
ERR4282675,12M
ERR4282676,12M
ERR4282677,3Y
ERR4282678,4M
ERR4282679,5Y
ERR4282685,12M
ERR4282686,4M
ERR4282687,B
ERR4282688,4M
ERR4282690,12M
ERR4282691,4M
ERR4282693,3Y
ERR4282694,5Y
ERR4282695,3Y
ERR4282696,4M
ERR4282700,B
ERR4282706,12M
ERR4282707,4M
ERR4282708,12M
ERR4282709,4M
ERR4282711,12M
ERR4282712,3Y
ERR4282713,12M
ERR4282714,3Y
ERR4282715,5Y
ERR4282716,12M
ERR4282717,3Y
ERR4282718,5Y
ERR4282723,3Y
ERR4282724,12M
ERR4282727,12M
ERR4282728,3Y
ERR4282729,4M
ERR4282730,5Y
ERR4282732,12M
ERR4282733,3Y
ERR4282734,4M
ERR4282735,5Y
ERR4282736,B
ERR4282738,4M
ERR4282749,4M
ERR4282750,B
ERR4282752,3Y
ERR4282753,4M
ERR4282754,12M
ERR4282755,3Y
ERR4282756,4M
ERR4282757,5Y
ERR4282758,B
ERR4282760,12M
ERR4282761,4M
ERR4282762,B
ERR4282774,12M
ERR4282775,3Y
ERR4282776,4M
ERR4282777,5Y
ERR4282779,12M
ERR4282780,3Y
ERR4282781,4M
ERR4282782,5Y
ERR4282783,B
ERR4282784,12M
ERR4282785,3Y
ERR4282786,5Y
ERR4282788,12M
ERR4282789,4M
ERR4282791,12M
ERR4282792,3Y
ERR4282793,4M
ERR4282794,5Y
ERR4282802,3Y
ERR4282803,4M
ERR4282804,3Y
ERR4282805,4M
ERR4282807,5Y
ERR4282808,12M
ERR4282809,4M
ERR4282811,12M
ERR4282812,3Y
ERR4282813,4M
ERR4282819,12M
ERR4282820,3Y
ERR4282821,4M
ERR4282822,5Y
ERR4282825,12M
ERR4282826,3Y
ERR4282827,4M
ERR4282828,5Y
ERR4282830,12M
ERR4282831,3Y
ERR4282832,4M
ERR4282833,5Y
ERR4282834,12M
ERR4282835,3Y
ERR4282836,4M
ERR4282837,5Y
ERR4282839,12M
ERR4282840,4M
ERR4282841,B
ERR4282843,4M
ERR4282844,5Y
ERR4282857,12M
ERR4282858,4M
ERR4282859,B
ERR4282860,12M
ERR4282861,3Y
ERR4282862,4M
ERR4282863,5Y
ERR4282864,B
ERR4282870,12M
ERR4282871,3Y
ERR4282872,4M
ERR4282873,5Y
ERR4282875,3Y
ERR4282876,12M
ERR4282877,3Y
ERR4282878,4M
ERR4282879,5Y
ERR4282880,4M
ERR4282884,5Y
ERR4282885,12M
ERR4282886,3Y
ERR4282887,4M
ERR4282888,5Y
ERR4282889,12M
ERR4282890,3Y
ERR4282891,5Y
ERR4282893,12M
ERR4282894,3Y
ERR4282895,4M
ERR4282896,B
ERR4282899,12M
ERR4282900,3Y
ERR4282901,4M
ERR4282902,5Y
ERR4282903,12M
ERR4282904,3Y
ERR4282905,5Y
ERR4282906,4M
ERR4282907,B
ERR4282909,12M
ERR4282911,3Y
ERR4282912,4M
ERR4282913,5Y
ERR4282915,12M
ERR4282916,3Y
ERR4282917,4M
ERR4282918,3Y
ERR4282919,4M
ERR4282920,5Y
ERR4282922,12M
ERR4282923,4M
ERR4282924,B
ERR4282926,12M
ERR4282927,3Y
ERR4282928,4M
ERR4282929,5Y
ERR4282930,4M
ERR4282931,5Y
ERR4282932,B
ERR4282934,3Y
ERR4282936,3Y
ERR4282937,4M
ERR4282939,12M
ERR4282940,12M
ERR4282941,3Y
ERR4282942,4M
ERR4282943,5Y
ERR4282945,12M
ERR4282946,3Y
ERR4282947,5Y
ERR4282948,12M
ERR4282949,4M
ERR4282950,12M
ERR4282951,3Y
ERR4282952,4M
ERR4282953,5Y
ERR4282958,12M
ERR4282959,3Y
ERR4282960,4M
ERR4282961,5Y
ERR4282963,12M
ERR4282964,3Y
ERR4282965,4M
ERR4282966,5Y
ERR4282968,12M
ERR4282969,4M
ERR4282970,5Y
ERR4282971,B
ERR4282973,12M
ERR4282974,12M
ERR4282975,3Y
ERR4282976,4M
ERR4282977,5Y
ERR4282979,12M
ERR4282980,4M
ERR4282981,3Y
ERR4282982,5Y
ERR4282983,12M
ERR4282984,3Y
ERR4282985,4M
ERR4282986,5Y
ERR4282987,B
ERR4282989,12M
ERR4282990,4M
ERR4282991,B
ERR4282993,B
ERR4282995,12M
ERR4282996,3Y
ERR4282997,5Y
ERR4282999,12M
ERR4283000,3Y
ERR4283001,5Y
ERR4283002,B
ERR4283004,12M
ERR4283005,3Y
ERR4283006,4M
ERR4283007,5Y
ERR4283008,B
ERR4283010,4M
ERR4283011,12M
ERR4283012,4M
ERR4283013,B
ERR4283016,12M
ERR4283017,3Y
ERR4283018,4M
ERR4283019,5Y
ERR4283020,B
ERR4283022,12M
ERR4283023,3Y
ERR4283024,4M
ERR4283025,5Y
ERR4283026,B
ERR4283028,12M
ERR4283029,12M
ERR4283030,3Y
ERR4283031,4M
ERR4283032,5Y
ERR4283034,12M
ERR4283035,3Y
ERR4283036,5Y
ERR4283037,B
ERR4283039,3Y
ERR4283040,12M
ERR4283041,3Y
ERR4283042,4M
ERR4283043,5Y
ERR4283044,B
ERR4283046,12M
ERR4283047,3Y
ERR4283048,5Y
ERR4283050,B
